age,duration,campaign,pdays,previous,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,marital_divorced,marital_married,marital_single,marital_unknown,default_no,default_unknown,default_yes,housing_no,housing_unknown,housing_yes,loan_no,loan_unknown,loan_yes,contact_telephone,poutcome_failure,poutcome_nonexistent,poutcome_success,job,education,month,day_of_week
0.8617422215992013,-0.5057000481226765,2.127359093669665,0.20103133533451345,-0.3513559841342726,0.8413891721156713,-0.2342643532828906,0.9575713578897059,0.7757351144109477,0.8365350928366287,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,5,5,1,3
0.37687537861268233,-0.34078256440963506,-0.20922828648908795,0.20103133533451345,-0.3513559841342726,0.8413891721156713,0.5839949485988578,-0.4790789764264232,0.7740043925469396,0.8365350928366287,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2,0,3,0
-0.7868050445549634,0.4602452136251376,-0.20922828648908795,0.20103133533451345,-0.3513559841342726,-1.2060543163867548,-1.1854476345842437,-1.2409390022001279,-1.3317072086627957,-0.9147793298985275,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0,6,6,0
0.37687537861268233,-0.2936632833487661,-0.5986595165155467,0.20103133533451345,-0.3513559841342726,-0.11834996311984088,-0.6554780023528164,-0.32670697127168163,0.3067094892647789,0.3980276831130174,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1,2,7,3
-0.6898316759576595,0.558410382501948,-0.5986595165155467,0.20103133533451345,-0.3513559841342726,-1.2060543163867548,-1.1854476345842437,-1.2409390022001279,-1.3138230827347133,-0.9147793298985275,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0,3,6,3
-0.9807517817495709,-0.2975898901038385,-0.20922828648908795,0.20103133533451345,-0.3513559841342726,-1.9098630155594636,-1.0646076532937028,-0.06549781957783943,-1.362283294926937,-1.2256715801360163,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,7,3,4,1
-0.7868050445549634,0.8960985634381756,-0.5986595165155467,0.20103133533451345,1.4946074069997437,-0.11834996311984088,-0.6554780023528164,-0.32670697127168163,0.26228762808857353,0.3980276831130174,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,9,6,7,2
-0.7868050445549634,-0.7452230601820938,0.5696341735638297,0.20103133533451345,-0.3513559841342726,0.8413891721156713,-0.2342643532828906,0.9575713578897059,0.7745812998349425,0.8365350928366287,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,9,5,1,4
1.4435824331830243,-0.11303937261543501,-0.20922828648908795,0.20103133533451345,-0.3513559841342726,0.8413891721156713,1.5282730881121709,-0.28317211265604075,0.7174674783226783,0.8365350928366287,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,5,1,4,1
-0.5928583073603557,-0.19942472122702815,-0.5986595165155467,0.20103133533451345,-0.3513559841342726,0.8413891721156713,1.5282730881121709,-0.28317211265604075,0.7722736706829316,0.8365350928366287,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1,2,4,1
0.18292864141807474,-0.7609294872023835,0.5696341735638297,0.20103133533451345,-0.3513559841342726,-1.2060543163867548,-1.1854476345842437,-1.2409390022001279,-1.3138230827347133,-0.9147793298985275,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1,2,6,3
1.7345025389749356,2.2311448601627966,-0.5986595165155467,0.20103133533451345,-0.3513559841342726,0.649441345068569,0.7151926425714463,0.8922690699662461,0.7116984054426517,0.3328624952903114,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,5,6,6,0
-0.3019382015684443,-0.6470578913052835,-0.5986595165155467,0.20103133533451345,1.4946074069997437,-1.2060543163867548,-0.8712636832288032,-1.4368458659705088,-1.2786317381665504,-0.9147793298985275,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,7,3,0,1
0.27990201001537857,0.32674058395267547,-0.5986595165155467,0.20103133533451345,-0.3513559841342726,-0.11834996311984088,-0.6554780023528164,-0.32670697127168163,0.26228762808857353,0.3980276831130174,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1,2,7,2
-0.6898316759576595,0.024391863812099512,-0.5986595165155467,0.20103133533451345,-0.3513559841342726,-1.2060543163867548,-1.1854476345842437,-1.2409390022001279,-1.3236305066307585,-0.9147793298985275,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1,2,6,2
-0.8837784131522671,-0.41931469951108336,-0.5986595165155467,0.20103133533451345,-0.3513559841342726,0.8413891721156713,-0.2342643532828906,0.9575713578897059,0.7740043925469396,0.8365350928366287,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,9,5,1,3
-0.6898316759576595,-0.7412964534270214,-0.5986595165155467,0.20103133533451345,-0.3513559841342726,0.8413891721156713,-0.2342643532828906,0.9575713578897059,0.7740043925469396,0.8365350928366287,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0,3,1,3
0.18292864141807474,-0.6470578913052835,0.9590654035902885,0.20103133533451345,-0.3513559841342726,0.649441345068569,0.7151926425714463,0.8922690699662461,0.712852220018657,0.3328624952903114,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1,2,6,4
0.37687537861268233,0.33066719070774786,-0.20922828648908795,0.20103133533451345,-0.3513559841342726,0.8413891721156713,-0.2342643532828906,0.9575713578897059,0.7780427435629581,0.8365350928366287,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,7,5,1,1
